SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,T ,Q,1278.50,1278.50,1240.00,1255.15,1255.15,1260.95,147,1463,1832197.00,,INE117A01022,24-Dec-19,,
500003,AEGIS LOGIS ,A ,Q,165.00,176.00,165.00,172.55,173.95,168.65,712,8457,1465238.00,,INE208C01025,24-Dec-19,,
500008,AMAR RAJA BA,A ,Q,720.00,723.90,717.80,721.55,720.00,717.55,361,7295,5257556.00,,INE885A01032,24-Dec-19,,
500009,A.SARABHAI  ,XT,Q,16.47,17.30,16.15,16.24,16.25,17.00,109,41853,686383.00,,INE432A01017,24-Dec-19,,
500010,HDFC        ,A ,Q,2422.65,2445.20,2403.05,2411.20,2411.20,2422.35,3406,436036,1059312571.00,,INE001A01036,24-Dec-19,,
500012,ANDHRA PETRO,X ,Q,29.70,30.50,29.70,30.45,30.50,30.40,67,12788,387305.00,,INE714B01016,24-Dec-19,,
500013,ANSAL INFRAS,B ,Q,4.61,4.84,4.61,4.83,4.83,4.61,30,8923,42551.00,,INE436A01026,24-Dec-19,,
500014,APPLE FINANC,X ,Q,1.30,1.30,1.21,1.30,1.30,1.25,20,1339,1731.00,,INE096A01010,24-Dec-19,,
500016,ARUNAHTEL   ,XT,Q,6.57,6.57,6.57,6.57,6.57,6.26,5,350,2299.00,,INE957C01019,24-Dec-19,,
500020,BOM DYEING  ,A ,Q,74.10,74.40,73.00,73.25,73.25,74.00,523,57555,4233027.00,,INE032A01023,24-Dec-19,,
500023,ASIANHOTNR  ,B ,Q,99.00,99.00,99.00,99.00,99.00,96.00,4,4,396.00,,INE363A01022,24-Dec-19,,
500027,ATUL LTD.   ,A ,Q,3981.60,4014.00,3980.00,4001.70,4000.00,3950.70,137,758,3031686.00,,INE100A01010,24-Dec-19,,
500028,ATV PROJECTS,XT,Q,3.31,3.47,3.31,3.47,3.47,3.31,14,1932,6651.00,,INE447A01015,24-Dec-19,,
500029,AUTOLITE(I) ,B ,Q,20.60,20.60,19.75,19.75,19.75,20.30,9,835,16556.00,,INE448A01013,24-Dec-19,,
500031,BAJAJ ELECT.,A ,Q,337.90,337.90,331.90,336.70,336.00,336.10,534,3211,1074440.00,,INE193E01025,24-Dec-19,,
500032,BAJAJHIND   ,B ,Q,6.39,6.39,6.19,6.21,6.21,6.37,966,79562,499419.00,,INE306A01021,24-Dec-19,,
500033,FORCE MOTR  ,A ,Q,985.75,992.20,975.00,980.60,980.60,987.10,519,3665,3595055.00,,INE451A01017,24-Dec-19,,
