SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1430.00,1458.00,1402.05,1452.20,1452.20,1426.00,473,3781,5440199.00,,INE117A01022,22-May-19,,
500003,AEGIS LOGIS ,A ,Q,204.55,207.70,203.00,204.65,203.10,205.45,224,9319,1924016.00,,INE208C01025,22-May-19,,
500008,AMAR RAJA BA,A ,Q,627.10,627.75,603.25,616.75,616.75,628.10,1466,53259,32705478.00,,INE885A01032,22-May-19,,
500009,A.SARABHAI  ,X ,Q,14.00,14.00,13.00,13.23,13.23,13.28,60,12963,170693.00,,INE432A01017,22-May-19,,
500010,HDFC        ,A ,Q,2120.00,2155.00,2119.80,2140.60,2140.60,2114.10,3233,66079,141341510.00,,INE001A01036,22-May-19,,
500012,ANDHRA PETRO,X ,Q,55.95,62.40,53.40,60.40,60.40,53.80,741,200286,11647411.00,,INE714B01016,22-May-19,,
500013,ANSAL INFRAS,B ,Q,8.47,9.05,8.42,8.47,8.50,8.30,544,146481,1255687.00,,INE436A01026,22-May-19,,
500014,APPLE FINANC,XT,Q,1.36,1.36,1.36,1.36,1.36,1.36,5,515,700.00,,INE096A01010,22-May-19,,
500016,ARUNAHTEL   ,XT,Q,7.00,7.00,7.00,7.00,7.00,7.00,1,100,700.00,,INE957C01019,22-May-19,,
500020,BOM DYEING  ,A ,Q,116.45,116.80,113.90,115.15,115.15,115.40,1678,127339,14655034.00,,INE032A01023,22-May-19,,
500024,ASSAMCO     ,T ,Q,1.96,2.01,1.87,1.97,1.95,1.95,36,41595,81509.00,,INE442A01024,22-May-19,,
500027,ATUL LTD.   ,A ,Q,3825.00,3855.00,3798.90,3807.10,3801.10,3825.90,199,451,1725786.00,,INE100A01010,22-May-19,,
500028,ATV PROJECTS,XT,Q,4.25,4.30,4.25,4.30,4.30,4.47,21,3145,13402.00,,INE447A01015,22-May-19,,
500029,AUTOLITE(I) ,B ,Q,29.20,34.95,29.20,31.20,31.20,32.90,15,3328,108808.00,,INE448A01013,22-May-19,,
500031,BAJAJ ELECT.,A ,Q,565.00,573.00,548.65,551.35,550.00,561.60,2427,61453,34572899.00,,INE193E01025,22-May-19,,
500032,BAJAJHIND   ,B ,Q,8.06,8.30,8.06,8.22,8.22,8.06,296,233029,1908095.00,,INE306A01021,22-May-19,,
500033,FORCE MOTR  ,A ,Q,1536.80,1553.00,1520.00,1543.30,1543.30,1525.05,800,7309,11231906.00,,INE451A01017,22-May-19,,
500034,BAJFINANCE  ,A ,Q,3433.05,3457.80,3397.55,3447.70,3447.70,3432.65,4394,92169,316272799.00,,INE296A01024,22-May-19,,
500038,BALRAM.CHINI,A ,Q,147.75,152.20,147.25,148.15,148.15,147.90,1306,93796,13994305.00,,INE119A01028,22-May-19,,
500039,BANCO PROD. ,B ,Q,141.50,142.35,140.15,142.25,141.50,141.85,37,1815,256521.00,,INE213C01025,22-May-19,,
500040,CENTURY TEXT,A ,Q,969.55,980.80,961.40,977.35,975.25,967.75,960,30746,29940002.00,,INE055A01016,22-May-19,,
500041,BANNARI AMAN,B ,Q,1334.00,1334.00,1334.00,1334.00,1334.00,1291.80,1,1,1334.00,,INE459A01010,22-May-19,,
500042,BASF INDIA  ,A ,Q,1264.00,1319.00,1264.00,1313.55,1300.10,1283.25,81,194,251523.00,,INE373A01013,22-May-19,,
500043,BATA INDIA  ,A ,Q,1379.50,1393.15,1375.00,1381.20,1381.00,1378.40,696,16044,22203449.00,,INE176A01028,22-May-19,,
500048,BEML LTD    ,A ,Q,898.00,934.00,889.90,922.20,922.20,896.70,2575,100857,92485047.00,,INE258A01016,22-May-19,,
500049,BHARAT ELECT,A ,Q,97.25,102.25,96.80,100.90,100.90,96.80,4184,928776,93198632.00,,INE263A01024,22-May-19,,
500052,BHANSALI ENG,B ,Q,75.50,78.90,74.30,75.60,75.60,74.50,1245,135485,10356674.00,,INE922A01025,22-May-19,,
500055,TATASTLBSL  ,B ,Q,29.60,30.25,29.45,29.85,29.90,29.70,256,72426,2165469.00,,INE824B01021,22-May-19,,
500058,BIHAR SPONGE,XT,Q,0.81,0.87,0.81,0.85,0.85,0.85,8,1725,1418.00,,INE819C01011,22-May-19,,
500059,BINANI IND. ,T ,Q,28.40,28.50,27.65,28.50,28.50,27.65,16,650,18439.00,,INE071A01013,22-May-19,,
500060,BIRLACABLE  ,B ,Q,101.00,101.00,93.00,94.15,94.15,100.35,363,13537,1284064.00,,INE800A01015,22-May-19,,
500067,BLUE STAR   ,A ,Q,753.05,758.75,741.00,744.40,744.40,750.90,346,2385,1786017.00,,INE472A01039,22-May-19,,
500068,DISA INDIA  ,X ,Q,5700.00,5857.00,5700.00,5855.20,5857.00,5701.00,14,66,385123.00,,INE131C01011,22-May-19,,
500069,BNK CAPITAL ,X ,Q,84.25,88.80,84.25,88.80,88.80,84.25,3,1083,91247.00,,INE418C01012,22-May-19,,
500074,BPL LTD.    ,B ,Q,22.80,24.25,22.80,23.10,23.10,22.00,617,67455,1587966.00,,INE110A01019,22-May-19,,
500078,OAL         ,X ,Q,209.00,216.00,204.00,206.35,209.00,209.20,72,7954,1655905.00,,INE959C01023,22-May-19,,
500083,CENTURY EXT ,B ,Q,5.05,5.40,5.05,5.35,5.35,5.34,24,6955,36467.00,,INE281A01026,22-May-19,,
500084,CESC LTD.   ,A ,Q,717.90,725.00,711.80,720.25,722.45,717.25,299,6852,4930778.00,,INE486A01013,22-May-19,,
500085,CHAMBAL FERT,A ,Q,164.90,166.00,158.75,165.10,165.95,160.80,629,25936,4199152.00,,INE085A01013,22-May-19,,
500086,EXIDE IND.  ,A ,Q,211.00,211.10,206.75,209.00,209.00,209.75,698,91709,19151387.00,,INE302A01020,22-May-19,,
500087,CIPLA LTD.  ,A ,Q,560.50,573.90,551.50,554.05,554.05,558.75,6952,465412,261054767.00,,INE059A01026,22-May-19,,
500092,CRISIL LTD  ,A ,Q,1425.95,1430.00,1412.05,1423.05,1430.00,1426.65,70,860,1225337.00,,INE007A01025,22-May-19,,
500093,CGPOWER     ,A ,Q,38.05,39.35,37.15,38.90,38.90,37.80,1282,708075,27178781.00,,INE067A01029,22-May-19,,
500096,DABUR (I)   ,A ,Q,382.05,386.50,378.80,385.15,384.60,382.80,1245,53358,20487467.00,,INE016A01026,22-May-19,,
500097,DALMIASUG   ,B ,Q,115.00,116.00,113.15,114.35,114.35,117.00,261,14106,1615529.00,,INE495A01022,22-May-19,,
500101,ARVIND Ltd  ,A ,Q,78.05,78.20,75.95,77.70,77.70,77.25,989,131385,10111543.00,,INE034A01011,22-May-19,,
500102,BALARPUR IND,B ,Q,2.35,2.35,2.21,2.35,2.35,2.24,225,1091295,2545065.00,,INE294A01037,22-May-19,,
500103,BHEL        ,A ,Q,63.75,65.50,62.20,65.25,65.25,63.35,3799,1225098,78458264.00,,INE257A01026,22-May-19,,
500104,HIND.PETRO  ,A ,Q,287.00,295.50,286.85,288.70,288.70,285.10,3130,381771,110980365.00,,INE094A01015,22-May-19,,
500106,IFCI LTD    ,A ,Q,10.00,10.87,8.94,10.39,10.39,9.93,1922,1297877,13135946.00,,INE039A01010,22-May-19,,
500108,MAHA.TELE   ,B ,Q,8.50,8.75,8.42,8.61,8.61,8.56,522,319309,2731657.00,,INE153A01019,22-May-19,,
500109,MRPL        ,A ,Q,61.50,62.55,60.95,61.95,61.95,61.80,563,117464,7251436.00,,INE103A01014,22-May-19,,
500110,CHENNAI PET.,A ,Q,206.85,212.70,206.85,209.60,209.60,206.75,318,16770,3522438.00,,INE178A01016,22-May-19,,
500111,REL.CAP.    ,A ,Q,124.80,129.80,120.80,128.35,128.35,121.65,9090,1967829,245170707.00,,INE013A01015,22-May-19,,
500112,STATE BANK  ,A ,Q,339.50,342.80,333.55,340.85,340.85,337.55,10018,1969361,665413363.00,,INE062A01020,22-May-19,,
500113,STEEL AUTH. ,A ,Q,50.55,51.10,49.20,50.90,50.90,50.45,1901,971299,48718970.00,,INE114A01011,22-May-19,,
500114,TITAN       ,A ,Q,1248.35,1251.00,1226.35,1240.45,1240.45,1248.35,2977,121629,150372349.00,,INE280A01028,22-May-19,,
500116,IDBI BANK L ,A ,Q,35.55,36.70,34.65,36.50,36.50,35.45,2139,2174193,77406376.00,,INE008A01015,22-May-19,,
500117,DCW LTD.    ,B ,Q,17.80,17.85,17.30,17.60,17.60,17.45,63,7414,129833.00,,INE500A01029,22-May-19,,
500119,DHAMPUR SUGA,B ,Q,216.20,216.30,209.35,210.05,210.05,215.45,969,53523,11394734.00,,INE041A01016,22-May-19,,
500120,DIAMINES&CHM,X ,Q,120.10,121.00,118.05,120.00,120.00,121.70,37,2062,246775.00,,INE591D01014,22-May-19,,
500123,ELANTAS     ,B ,Q,2190.00,2215.00,2163.10,2206.55,2200.00,2189.50,90,1072,2349189.00,,INE280B01018,22-May-19,,
500124,DR.REDDY'S  ,A ,Q,2675.00,2679.80,2625.00,2658.95,2658.95,2662.55,1246,17736,47166224.00,,INE089A01023,22-May-19,,
500125,E.I.D.PAR   ,A ,Q,180.00,182.00,178.65,181.40,180.15,180.20,353,17873,3226402.00,,INE126A01031,22-May-19,,
500126,MERCK LTD   ,A ,Q,4290.00,4454.90,4140.40,4401.45,4401.45,4317.60,2671,16322,69962035.00,,INE199A01012,22-May-19,,
500128,ELEC.CASTING,B ,Q,17.55,18.25,17.55,17.75,17.80,17.75,47,6185,110818.00,,INE086A01029,22-May-19,,
500132,EMPEE SUGARS,XT,Q,1.14,1.14,1.14,1.14,1.14,1.19,1,30,34.00,,INE928B01012,22-May-19,,
500133,ESAB INDIA  ,B ,Q,1071.90,1075.00,1023.00,1028.55,1039.95,1061.80,120,1155,1191999.00,,INE284A01012,22-May-19,,
500135,ESSEL PROP  ,B ,Q,133.00,133.85,132.10,132.30,132.40,132.35,72,2254,298747.00,,INE255A01020,22-May-19,,
500136,ESTER INDUS.,B ,Q,34.55,34.60,33.55,34.30,34.30,34.40,53,4584,156552.00,,INE778B01029,22-May-19,,
500141,FERRO ALLOYS,X ,Q,4.47,4.47,4.28,4.46,4.47,4.27,59,27300,120931.00,,INE912A01026,22-May-19,,
500144,FINOL. CABLE,A ,Q,427.50,442.80,426.45,438.40,442.80,430.15,89,2279,984148.00,,INE235A01022,22-May-19,,
500147,CMI FPE     ,X ,Q,1057.50,1094.90,1045.00,1051.55,1048.00,1062.90,43,795,843691.00,,INE515A01019,22-May-19,,
500148,UFLEX LTD   ,A ,Q,227.70,234.80,226.70,231.00,232.00,226.90,209,4651,1072834.00,,INE516A01017,22-May-19,,
500150,FOSECO INDIA,B ,Q,1324.00,1339.00,1300.00,1331.65,1300.00,1300.50,9,36,47851.00,,INE519A01011,22-May-19,,
500153,GANESH BENZO,X ,Q,42.00,43.85,40.70,41.95,41.80,41.65,142,22734,957638.00,,INE388A01029,22-May-19,,
500155,GARDEN SILK ,B ,Q,17.90,17.90,16.70,17.30,16.70,17.35,7,267,4649.00,,INE526A01016,22-May-19,,
500159,METROGLOBL  ,X ,Q,52.25,55.00,52.25,55.00,55.00,54.00,13,463,25267.00,,INE085D01033,22-May-19,,
500160,GTL LTD.    ,B ,Q,4.02,4.30,4.02,4.20,4.20,4.15,20,7894,33149.00,,INE043A01012,22-May-19,,
500163,GODFREY PH  ,A ,Q,1024.05,1032.70,1006.00,1012.50,1012.50,1029.85,221,4311,4373066.00,,INE260B01028,22-May-19,,
