SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,B ,Q,933.85,971.55,902.50,907.55,914.25,923.60,1045,6113,5714607.00,,INE117A01022,20-Apr-20,,
500003,AEGIS LOGIS ,A ,Q,165.85,165.85,160.00,162.50,163.55,163.70,97,6348,1023391.00,,INE208C01025,20-Apr-20,,
500008,AMAR RAJA BA,A ,Q,558.00,558.00,538.30,540.60,538.65,540.85,1664,22519,12315324.00,,INE885A01032,20-Apr-20,,
500009,A.SARABHAI  ,X ,Q,20.90,20.90,20.20,20.90,20.90,19.95,445,146842,3054551.00,,INE432A01017,20-Apr-20,,
500010,HDFC        ,A ,Q,1714.45,1737.00,1675.00,1728.30,1728.30,1680.40,14840,324597,554477742.00,,INE001A01036,20-Apr-20,,
500012,ANDHRA PETRO,Z ,Q,23.90,23.90,23.90,23.90,23.90,22.80,94,47568,1136875.00,,INE714B01016,20-Apr-20,,
500013,ANSAL INFRAS,B ,Q,4.44,4.62,4.44,4.62,4.62,4.40,38,8216,37603.00,,INE436A01026,20-Apr-20,,
500014,UTIQUE      ,X ,Q,1.10,1.10,1.10,1.10,1.10,1.10,5,158,173.00,,INE096A01010,20-Apr-20,,
500016,ARUNAHTEL   ,XT,Q,6.42,6.42,6.42,6.42,6.42,6.12,1,1,6.00,,INE957C01019,20-Apr-20,,
500020,BOM DYEING  ,A ,Q,57.60,59.05,55.10,55.55,55.55,56.25,2876,430950,24756763.00,,INE032A01023,20-Apr-20,,
500023,ASIANHOTNR  ,B ,Q,70.95,70.95,67.05,69.00,69.00,70.00,10,266,18364.00,,INE363A01022,20-Apr-20,,
500027,ATUL LTD.   ,A ,Q,4677.00,4771.05,4560.00,4606.80,4599.00,4612.90,644,1910,8872176.00,,INE100A01010,20-Apr-20,,
500028,ATV PROJECTS,XT,Q,3.60,3.60,3.50,3.51,3.51,3.51,5,6000,21072.00,,INE447A01015,20-Apr-20,,
500029,AUTOLITE(I) ,B ,Q,15.75,16.95,15.75,16.90,16.90,16.34,7,540,9050.00,,INE448A01013,20-Apr-20,,
500031,BAJAJ ELECT.,A ,Q,363.00,363.00,336.00,339.10,339.10,351.40,546,4781,1642779.00,,INE193E01025,20-Apr-20,,
500032,BAJAJHIND   ,B ,Q,4.35,4.35,4.30,4.35,4.35,4.15,310,391132,1701369.00,,INE306A01021,20-Apr-20,,
500033,FORCE MOTR  ,A ,Q,899.70,924.25,870.00,882.85,884.95,885.50,1333,7326,6563317.00,,INE451A01017,20-Apr-20,,
500034,BAJFINANCE  ,A ,Q,2335.00,2350.00,2265.45,2307.40,2307.40,2308.20,15126,151906,350630939.00,,INE296A01024,20-Apr-20,,
