SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1284.00,1284.00,1250.00,1255.90,1252.15,1261.65,582,8755,11082685.00,,INE117A01022,25-Jan-19,,
500003,AEGIS LOGIS ,A ,Q,197.95,199.15,194.00,196.05,196.05,195.30,753,9670,1896387.00,,INE208C01025,25-Jan-19,,
500008,AMAR RAJA BA,A ,Q,778.10,783.05,762.00,764.65,765.00,775.35,371,10080,7780283.00,,INE885A01032,25-Jan-19,,
500009,A.SARABHAI  ,X ,Q,12.12,12.55,11.41,11.89,11.89,12.23,50,25378,298081.00,,INE432A01017,25-Jan-19,,
500010,HDFC        ,A ,Q,1970.15,1990.00,1965.00,1977.60,1977.60,1969.05,1860,47171,93603581.00,,INE001A01036,25-Jan-19,,
500012,ANDHRA PETRO,X ,Q,60.35,61.75,58.00,58.70,58.95,59.75,375,70031,4160692.00,,INE714B01016,25-Jan-19,,
500013,ANSAL INFRAS,B ,Q,12.10,12.64,11.61,11.79,11.98,12.52,153,33798,409045.00,,INE436A01026,25-Jan-19,,
500014,APPLE FINANC,XT,Q,2.84,2.84,2.84,2.84,2.84,2.71,41,18281,51918.00,,INE096A01010,25-Jan-19,,
500016,ARUNAHTEL   ,XT,Q,7.90,7.90,7.90,7.90,7.90,7.54,1,200,1580.00,,INE957C01019,25-Jan-19,,
500020,BOM DYEING  ,B ,Q,118.00,118.90,111.05,111.90,111.90,116.85,1534,169126,19319510.00,,INE032A01023,25-Jan-19,,
500023,ASIANHOTNR  ,B ,Q,147.00,154.95,147.00,151.30,152.00,148.50,3,3,453.00,,INE363A01022,25-Jan-19,,
500024,ASSAMCO     ,B ,Q,1.86,2.00,1.86,1.97,1.97,1.95,74,156443,297905.00,,INE442A01024,25-Jan-19,,
500027,ATUL LTD.   ,A ,Q,3546.45,3552.10,3322.00,3437.00,3336.00,3522.10,206,545,1895910.00,,INE100A01010,25-Jan-19,,
500028,ATV PROJECTS,XT,Q,7.97,8.00,7.97,7.97,7.97,8.38,10,1312,10465.00,,INE447A01015,25-Jan-19,,
500029,AUTOLITE(I) ,B ,Q,39.60,39.60,38.20,38.30,38.20,38.20,12,777,30062.00,,INE448A01013,25-Jan-19,,
500031,BAJAJ ELECT.,A ,Q,460.00,464.65,452.20,453.30,453.30,460.30,413,7810,3579371.00,,INE193E01025,25-Jan-19,,
500032,BAJAJHIND   ,B ,Q,8.70,8.80,8.33,8.39,8.39,8.68,373,249115,2120891.00,,INE306A01021,25-Jan-19,,
500033,FORCE MOTR  ,A ,Q,1491.00,1510.00,1441.00,1451.15,1451.15,1501.55,1467,13024,19215452.00,,INE451A01017,25-Jan-19,,
500034,BAJFINANCE  ,A ,Q,2644.00,2659.35,2585.00,2596.35,2610.00,2631.50,2302,48357,126803191.00,,INE296A01024,25-Jan-19,,
500038,BALRAM.CHINI,A ,Q,106.65,107.70,102.10,102.95,102.95,106.60,827,115535,12123416.00,,INE119A01028,25-Jan-19,,
500039,BANCO PROD. ,B ,Q,176.00,179.00,175.00,175.45,175.00,176.80,61,2632,465628.00,,INE213C01025,25-Jan-19,,
500040,CENTURY TEXT,A ,Q,878.65,881.80,828.60,835.30,835.30,870.05,1643,63459,54161218.00,,INE055A01016,25-Jan-19,,
500041,BANNARI AMAN,B ,Q,1473.05,1520.95,1421.00,1471.35,1421.00,1425.45,29,29,42637.00,,INE459A01010,25-Jan-19,,
500042,BASF INDIA  ,A ,Q,1407.95,1422.00,1354.50,1362.75,1362.75,1407.40,346,1790,2480688.00,,INE373A01013,25-Jan-19,,
500043,BATA INDIA  ,A ,Q,1154.00,1163.00,1117.30,1124.00,1128.00,1149.80,1487,34984,39892050.00,,INE176A01028,25-Jan-19,,
500048,BEML LTD    ,A ,Q,877.00,880.70,835.15,849.55,842.50,870.70,2063,89199,76543796.00,,INE258A01016,25-Jan-19,,
500049,BHARAT ELECT,A ,Q,83.00,83.90,80.10,80.40,80.40,82.85,1975,513528,41939864.00,,INE263A01024,25-Jan-19,,
500052,BHANSALI ENG,B ,Q,70.05,73.00,69.55,69.85,69.85,70.90,1096,129109,9208129.00,,INE922A01025,25-Jan-19,,
500055,TATASTLBSL  ,T ,Q,33.05,33.40,32.50,32.70,32.70,33.50,318,99248,3276016.00,,INE824B01021,25-Jan-19,,
500058,BIHAR SPONGE,XT,Q,1.29,1.29,1.25,1.25,1.25,1.27,27,16079,20419.00,,INE819C01011,25-Jan-19,,
500059,BINANI IND. ,B ,Q,59.10,59.90,55.00,55.75,55.75,59.65,214,22642,1300363.00,,INE071A01013,25-Jan-19,,
500060,BIRLACABLE  ,B ,Q,183.80,183.80,171.20,171.80,171.80,178.30,234,8859,1550692.00,,INE800A01015,25-Jan-19,,
500067,BLUE STAR   ,A ,Q,605.10,614.20,605.00,610.00,610.05,608.15,163,1043,637406.00,,INE472A01039,25-Jan-19,,
500068,DISA INDIA  ,X ,Q,6000.00,6000.00,5808.00,5808.00,5808.00,5996.05,11,79,471130.00,,INE131C01011,25-Jan-19,,
500069,BNK CAPITAL ,X ,Q,99.00,99.00,98.00,98.20,98.00,98.25,13,1468,144375.00,,INE418C01012,25-Jan-19,,
500074,BPL LTD.    ,B ,Q,42.00,42.00,37.80,38.35,38.35,39.45,187,16850,668158.00,,INE110A01019,25-Jan-19,,
500078,OAL         ,X ,Q,286.40,286.40,270.00,271.30,271.00,276.80,186,8618,2387764.00,,INE959C01023,25-Jan-19,,
500083,CENTURY EXT ,B ,Q,7.00,7.20,6.60,6.65,6.60,6.78,38,10497,70646.00,,INE281A01026,25-Jan-19,,
500084,CESC LTD.   ,A ,Q,682.40,692.70,681.60,686.55,686.55,685.45,467,12033,8275079.00,,INE486A01013,25-Jan-19,,
500085,CHAMBAL FERT,A ,Q,168.00,168.90,161.80,162.80,162.80,166.30,534,21293,3530886.00,,INE085A01013,25-Jan-19,,
500086,EXIDE IND.  ,A ,Q,234.00,235.20,229.00,230.35,230.35,233.05,1259,93497,21754063.00,,INE302A01020,25-Jan-19,,
500087,CIPLA LTD.  ,A ,Q,503.90,510.00,501.85,506.90,506.90,500.65,1293,133916,67609611.00,,INE059A01026,25-Jan-19,,
500089,DIC INDIA   ,B ,Q,351.00,351.05,351.00,351.00,351.05,358.90,2,14,4914.00,,INE303A01010,25-Jan-19,,
500092,CRISIL LTD  ,A ,Q,1657.55,1657.55,1641.00,1641.75,1641.00,1644.05,70,344,566265.00,,INE007A01025,25-Jan-19,,
500093,CGPOWER     ,A ,Q,38.75,39.60,37.10,37.70,37.70,38.70,1301,610923,23589840.00,,INE067A01029,25-Jan-19,,
500096,DABUR (I)   ,A ,Q,434.55,438.00,428.00,429.60,431.00,430.25,1602,106516,46150387.00,,INE016A01026,25-Jan-19,,
500097,DALMIASUG   ,B ,Q,100.15,100.55,94.70,96.45,97.00,99.95,173,6959,688087.00,,INE495A01022,25-Jan-19,,
500101,ARVIND Ltd  ,A ,Q,90.00,90.15,85.85,86.70,86.70,89.70,1117,157066,13775547.00,,INE034A01011,25-Jan-19,,
500102,BALARPUR IND,B ,Q,3.92,3.95,3.62,3.76,3.76,4.01,522,374705,1419006.00,,INE294A01037,25-Jan-19,,
500103,BHEL        ,A ,Q,69.00,69.45,66.25,66.50,66.50,68.90,2887,804797,54595971.00,,INE257A01026,25-Jan-19,,
500104,HIND.PETRO  ,A ,Q,242.80,247.95,240.50,241.35,241.35,242.80,1645,188484,46049269.00,,INE094A01015,25-Jan-19,,
500106,IFCI LTD    ,A ,Q,14.00,14.03,13.55,13.69,13.65,13.93,332,108003,1488981.00,,INE039A01010,25-Jan-19,,
500108,MAHA.TELE   ,B ,Q,14.90,14.95,14.15,14.30,14.30,14.65,337,162762,2372896.00,,INE153A01019,25-Jan-19,,
500109,MRPL        ,A ,Q,69.60,70.00,68.15,68.30,68.30,69.45,315,56660,3909748.00,,INE103A01014,25-Jan-19,,
500110,CHENNAI PET.,A ,Q,266.80,266.80,255.00,257.15,258.30,263.45,666,33957,8915151.00,,INE178A01016,25-Jan-19,,
500111,REL.CAP.    ,A ,Q,213.10,216.50,204.25,209.15,209.15,212.05,5223,811572,173288261.00,,INE013A01015,25-Jan-19,,
500112,STATE BANK  ,A ,Q,288.50,291.00,283.25,285.25,285.25,287.95,3725,498339,143514873.00,,INE062A01020,25-Jan-19,,
500113,STEEL AUTH. ,A ,Q,48.00,49.00,47.05,47.25,47.25,48.25,1667,819517,39436362.00,,INE114A01011,25-Jan-19,,
500114,TITAN       ,A ,Q,969.00,983.45,969.00,976.35,976.35,967.75,2253,115552,112665093.00,,INE280A01028,25-Jan-19,,
500116,IDBI BANK L ,A ,Q,56.15,56.45,54.45,55.00,55.00,56.15,1129,450369,25048829.00,,INE008A01015,25-Jan-19,,
500117,DCW LTD.    ,B ,Q,16.75,16.80,15.85,16.00,16.00,16.50,118,30375,494842.00,,INE500A01029,25-Jan-19,,
500119,DHAMPUR SUGA,B ,Q,170.55,173.20,161.25,164.00,164.00,169.95,961,47824,8015941.00,,INE041A01016,25-Jan-19,,
500120,DIAMINES&CHM,X ,Q,141.00,142.00,134.95,135.30,135.30,142.05,79,5487,756553.00,,INE591D01014,25-Jan-19,,
500123,ELANTAS     ,B ,Q,2265.00,2284.90,2251.10,2258.20,2258.10,2290.40,55,1220,2756679.00,,INE280B01018,25-Jan-19,,
500124,DR.REDDY'S  ,A ,Q,2671.00,2689.50,2646.95,2668.90,2666.00,2666.20,662,13546,36149544.00,,INE089A01023,25-Jan-19,,
500125,E.I.D.PAR   ,A ,Q,203.40,203.75,200.65,201.00,201.00,203.30,352,14087,2844494.00,,INE126A01031,25-Jan-19,,
500126,MERCK LTD   ,B ,Q,3281.00,3373.00,3157.15,3240.50,3163.65,3310.75,364,1346,4433024.00,,INE199A01012,25-Jan-19,,
500128,ELEC.CASTING,B ,Q,21.30,21.65,20.85,21.15,20.85,21.15,101,21213,454045.00,,INE086A01029,25-Jan-19,,
500132,EMPEE SUGARS,XT,Q,1.47,1.47,1.40,1.40,1.40,1.47,14,2079,2920.00,,INE928B01012,25-Jan-19,,
500133,ESAB INDIA  ,B ,Q,863.00,874.00,863.00,863.00,863.00,865.70,7,293,252959.00,,INE284A01012,25-Jan-19,,
500135,ESSEL PROP  ,B ,Q,113.50,116.30,93.55,98.10,102.15,116.90,596,37135,3779713.00,,INE255A01020,25-Jan-19,,
500136,ESTER INDUS.,B ,Q,31.40,31.95,29.80,29.95,29.95,31.60,151,12668,391668.00,,INE778B01029,25-Jan-19,,
