SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1175.00,1175.00,1151.05,1153.20,1153.25,1160.65,321,3548,4106928.00,,INE117A01022,15-Dec-20,,
500003,AEGIS LOGIS ,A ,Q,248.50,252.00,243.50,245.25,245.25,247.95,664,10519,2598615.00,,INE208C01025,15-Dec-20,,
500008,AMAR RAJA BA,A ,Q,931.00,946.80,930.05,943.25,942.25,935.45,632,13159,12343579.00,,INE885A01032,15-Dec-20,,
500009,A.SARABHAI  ,X ,Q,20.45,20.75,19.70,20.45,20.45,19.95,183,57173,1165304.00,,INE432A01017,15-Dec-20,,
500010,HDFC        ,A ,Q,2296.40,2357.75,2283.00,2350.90,2350.90,2300.50,14477,280487,652584614.00,,INE001A01036,15-Dec-20,,
500012,ANDHRA PETRO,X ,Q,48.45,48.45,47.00,47.75,47.75,48.45,316,75113,3590899.00,,INE714B01016,15-Dec-20,,
500013,ANSAL INFRAS,B ,Q,7.00,7.03,6.37,7.03,7.03,6.70,174,87085,591461.00,,INE436A01026,15-Dec-20,,
500014,UTIQUE      ,X ,Q,1.39,1.79,1.39,1.79,1.79,1.72,10,4125,6408.00,,INE096A01010,15-Dec-20,,
500020,BOM DYEING  ,A ,Q,74.20,74.20,72.00,73.05,72.85,73.65,1255,157602,11492811.00,,INE032A01023,15-Dec-20,,
500023,ASIANHOTNR  ,B ,Q,68.10,68.80,66.80,68.30,68.30,70.30,19,601,40571.00,,INE363A01022,15-Dec-20,,
500027,ATUL LTD.   ,A ,Q,6080.40,6081.35,5951.10,5995.50,5995.50,6074.55,1043,2546,15315987.00,,INE100A01010,15-Dec-20,,
500028,ATV PROJECTS,XT,Q,5.42,5.97,5.42,5.75,5.75,5.70,36,10343,59643.00,,INE447A01015,15-Dec-20,,
500029,AUTOLITE(I) ,B ,Q,26.10,26.70,23.00,24.45,24.45,25.55,108,6160,150100.00,,INE448A01013,15-Dec-20,,
500031,BAJAJ ELECT.,A ,Q,599.70,604.20,592.00,593.75,594.80,597.60,848,11531,6879542.00,,INE193E01025,15-Dec-20,,
500032,BAJAJHIND   ,A ,Q,6.70,6.80,6.30,6.67,6.67,6.72,2269,1818237,11943460.00,,INE306A01021,15-Dec-20,,
500033,FORCE MOTR  ,A ,Q,1395.00,1395.00,1357.00,1369.35,1369.00,1395.25,678,4776,6553248.00,,INE451A01017,15-Dec-20,,
500034,BAJFINANCE  ,A ,Q,4894.90,5152.85,4868.15,5128.05,5128.05,4898.25,17494,212455,1066618221.00,,INE296A01024,15-Dec-20,,
500038,BALRAM.CHINI,A ,Q,178.00,183.50,173.10,181.95,181.95,176.50,1536,119233,21463641.00,,INE119A01028,15-Dec-20,,
500039,BANCO PROD. ,B ,Q,147.90,147.90,141.45,145.65,145.65,146.85,994,56602,8166744.00,,INE213C01025,15-Dec-20,,
500040,CENTURY TEXT,A ,Q,380.00,380.55,370.25,378.30,378.55,376.00,730,24795,9335217.00,,INE055A01016,15-Dec-20,,
500041,BANNARI AMAN,A ,Q,1465.00,1469.00,1465.00,1469.00,1469.00,1469.00,11,29,42532.00,,INE459A01010,15-Dec-20,,
500042,BASF INDIA  ,A ,Q,1587.30,1645.00,1568.00,1630.60,1636.55,1589.15,469,2594,4192012.00,,INE373A01013,15-Dec-20,,
500043,BATA INDIA  ,A ,Q,1634.90,1645.00,1592.20,1606.90,1604.05,1626.80,3235,55311,89344568.00,,INE176A01028,15-Dec-20,,
500048,BEML LTD    ,A ,Q,789.80,789.80,770.00,774.60,775.00,782.20,976,24077,18691100.00,,INE258A01016,15-Dec-20,,
500049,BHARAT ELECT,A ,Q,118.40,119.30,117.20,118.20,118.20,118.55,3817,768649,90839857.00,,INE263A01024,15-Dec-20,,
500052,BHANSALI ENG,A ,Q,140.10,148.75,138.00,143.35,143.35,137.90,3100,148300,21198454.00,,INE922A01025,15-Dec-20,,
